fraction_sources,n_sources,reuse_count,source_type,split,source_file
0.0180005538631957,65,234,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0182774854610911,66,235,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0157851010800332,57,236,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0141235114926613,51,237,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0157851010800332,57,238,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0110772639158127,40,239,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0113541955137081,41,240,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0124619219052893,45,241,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0080310163389642,29,242,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0085848795347549,31,243,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0099695375242315,36,244,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0077540847410689,28,245,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.005261700360011,19,246,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0077540847410689,28,247,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0049847687621157,18,248,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.006092495153697,22,249,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.005261700360011,19,250,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0038770423705344,14,251,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0049847687621157,18,252,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0038770423705344,14,253,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0036001107726391,13,254,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0022154527831625,8,255,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0019385211852672,7,256,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0022154527831625,8,257,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0011077263915812,4,258,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0013846579894765,5,259,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0008307947936859,3,260,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0011077263915812,4,261,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0005538631957906,2,262,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0005538631957906,2,264,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0011077263915812,4,265,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0005538631957906,2,266,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0002769315978953,1,267,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0002769315978953,1,273,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0003676470588235,1,141,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0003676470588235,1,145,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.000735294117647,2,148,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0003676470588235,1,152,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0014705882352941,4,153,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0014705882352941,4,154,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0014705882352941,4,156,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.000735294117647,2,157,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0014705882352941,4,158,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0025735294117647,7,159,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0025735294117647,7,160,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0033088235294117,9,161,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0025735294117647,7,162,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0044117647058823,12,163,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0029411764705882,8,164,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0051470588235294,14,165,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0058823529411764,16,166,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.00625,17,167,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0077205882352941,21,168,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0077205882352941,21,169,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0102941176470588,28,170,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0106617647058823,29,171,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0147058823529411,40,172,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0125,34,173,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0143382352941176,39,174,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0110294117647058,30,175,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0147058823529411,40,176,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.01875,51,177,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0220588235294117,60,178,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0231617647058823,63,179,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0158088235294117,43,180,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0275735294117647,75,181,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0224264705882352,61,182,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0147058823529411,40,183,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0297794117647058,81,184,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0231617647058823,63,185,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0316176470588235,86,186,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0216911764705882,59,187,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0323529411764705,88,188,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.025,68,189,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0264705882352941,72,190,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0279411764705882,76,191,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0286764705882352,78,192,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0308823529411764,84,193,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0253676470588235,69,194,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0231617647058823,63,195,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0224264705882352,61,196,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0272058823529411,74,197,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0242647058823529,66,198,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0305147058823529,83,199,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0268382352941176,73,200,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0169117647058823,46,201,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0198529411764705,54,202,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0220588235294117,60,203,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0161764705882352,44,204,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0165441176470588,45,205,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0161764705882352,44,206,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0172794117647058,47,207,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0110294117647058,30,208,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0125,34,209,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.013235294117647,36,210,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0125,34,211,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0113970588235294,31,212,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0073529411764705,20,213,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0066176470588235,18,214,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0044117647058823,12,215,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0084558823529411,23,216,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0033088235294117,9,217,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0033088235294117,9,218,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0044117647058823,12,219,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0040441176470588,11,220,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0025735294117647,7,221,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0025735294117647,7,222,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0036764705882352,10,223,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0025735294117647,7,224,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0018382352941176,5,225,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.000735294117647,2,226,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0018382352941176,5,227,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0011029411764705,3,228,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0011029411764705,3,229,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0011029411764705,3,230,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0011029411764705,3,231,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.000735294117647,2,232,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0011029411764705,3,235,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0003676470588235,1,236,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0003676470588235,1,237,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0004466279589102,2,83,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0002233139794551,1,84,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0011165698972755,5,85,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0008932559178204,4,86,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0004466279589102,2,87,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0015631978561857,7,88,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.002009825815096,9,89,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0031263957123715,14,91,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0015631978561857,7,92,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0015631978561857,7,93,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0064761054041983,29,94,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0058061634658329,26,95,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0062527914247431,28,96,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0075926753014738,34,97,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0080393032603841,36,98,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.009825815096025,44,99,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0122822688700312,55,100,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0145154086645824,65,101,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0183117463153193,82,102,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0187583742742295,84,103,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0178651183564091,80,104,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0225547119249665,101,105,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0243412237606074,109,106,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0272443054935238,122,107,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0265743635551585,119,108,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0330504689593568,148,109,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0348369807949977,156,110,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0317105850826261,142,111,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0370701205895489,166,112,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0390799464046449,175,113,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0388566324251898,174,114,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0357302367128182,160,115,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0384100044662795,172,116,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0337204108977221,151,117,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0346136668155426,155,118,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0350602947744528,157,119,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0337204108977221,151,120,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0312639571237159,140,121,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0276909334524341,124,122,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0290308173291648,130,123,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0270209915140687,121,124,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.025681107637338,115,125,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0247878517195176,111,126,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0209915140687807,94,127,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0194283162125949,87,128,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0223313979455113,100,129,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0174184903974988,78,130,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0136221527467619,61,131,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0133988387673068,60,132,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.009825815096025,44,133,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0087092451987494,39,134,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.006029477445288,27,135,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0078159892809289,35,136,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0051362215274676,23,137,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0035730236712818,16,138,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0049129075480125,22,139,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
0.0051362215274676,23,140,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_count_histogram.csv
