source_type,source_label,split,split_label,reuse_count,ecdf,source_file,aggregation
clean,Clean EEG,test,Test,223,0.5641592920353983,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,224,0.577433628318584,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,225,0.5973451327433629,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,226,0.6150442477876106,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,227,0.6438053097345132,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,228,0.6792035398230089,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,229,0.7013274336283186,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,230,0.7278761061946902,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,231,0.745575221238938,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,232,0.754424778761062,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,233,0.7676991150442478,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,234,0.7831858407079646,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,235,0.7876106194690266,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,236,0.8163716814159292,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,237,0.8407079646017699,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,238,0.8561946902654868,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,239,0.8716814159292036,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,240,0.8871681415929203,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,241,0.9026548672566372,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,242,0.915929203539823,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,243,0.922566371681416,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,244,0.9358407079646016,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,245,0.9446902654867256,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,246,0.9491150442477876,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,247,0.9557522123893806,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,248,0.9646017699115044,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,249,0.9778761061946902,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,250,0.9823008849557522,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,251,0.986725663716814,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,253,0.991150442477876,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,255,0.9933628318584072,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,259,0.995575221238938,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,264,0.9977876106194692,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,test,Test,276,1.0,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,171,0.0002769315978953,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,172,0.0005538631957906,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,174,0.0008307947936859,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,175,0.0013846579894765,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,176,0.0016615895873719,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,177,0.0022154527831625,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,179,0.0027693159789531,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,180,0.0033231791747438,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,182,0.0041539739684297,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,183,0.0049847687621157,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,184,0.0069232899473829,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,185,0.0072002215452783,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,186,0.0080310163389642,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,187,0.0094156743284408,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,188,0.0119080587094987,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,189,0.0144004430905566,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,190,0.0185544170589864,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,191,0.0204929382442536,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,192,0.0238161174189975,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,193,0.0276931597895319,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,194,0.0312932705621711,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,195,0.0376626973137635,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,196,0.0445859872611464,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,197,0.0495707560232622,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,198,0.0587094987538078,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,199,0.068402104680144,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,200,0.0792024369980614,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,201,0.0894489061201883,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,202,0.0958183328717806,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,203,0.1068955967875934,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,204,0.1204652450844641,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,205,0.1326502353918582,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,206,0.1476045416782054,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,207,0.1672666851287731,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,208,0.1811132650235392,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,209,0.2013292716698975,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,210,0.225145389088895,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,211,0.2495153697036831,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,212,0.2716698975353088,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,213,0.2974245361395735,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,214,0.322071448352257,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,215,0.3475491553586264,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,216,0.3746884519523678,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,217,0.4029354749376904,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,218,0.431182497923013,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,219,0.4591525893104403,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,220,0.4876765438936583,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,221,0.5103849349210745,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,222,0.5414012738853503,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,223,0.5630019385211853,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,224,0.5904181667128219,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,225,0.6170036001107726,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,226,0.6386042647466076,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,227,0.6618665189698144,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,228,0.684851841595126,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,229,0.7086679590141235,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,230,0.7302686236499585,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,231,0.7521462198836887,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,232,0.7695929105510939,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,233,0.7889781224037663,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,234,0.8069786762669621,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,235,0.8252561617280532,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,236,0.8410412628080864,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,237,0.8551647743007477,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,238,0.870949875380781,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,239,0.8820271392965937,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,240,0.8933813348103019,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,241,0.9058432567155912,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,242,0.9138742730545556,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,243,0.9224591525893104,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,244,0.932428690113542,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,245,0.9401827748546108,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,246,0.945444475214622,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,247,0.9531985599556908,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,248,0.9581833287178066,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,249,0.9642758238715038,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,250,0.9695375242315148,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,251,0.9734145666020492,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,252,0.978399335364165,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,253,0.9822763777346996,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,254,0.9858764885073388,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,255,0.9880919412905012,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,256,0.9900304624757684,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,257,0.992245915258931,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,258,0.9933536416505124,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,259,0.9947382996399888,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,260,0.9955690944336748,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,261,0.9966768208252562,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,262,0.9972306840210468,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,264,0.9977845472168374,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,265,0.9988922736084188,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,266,0.9994461368042094,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,267,0.9997230684021048,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,train,Train,273,1.0,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,178,0.0022172949002217,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,183,0.0066518847006651,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,187,0.0110864745011086,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,189,0.0133037694013303,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,190,0.0221729490022172,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
clean,Clean EEG,val,Validation,191,0.024390243902439,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv,ECDF of within-split source reuse counts
