ecdf,reuse_count,source_type,split,source_file
0.1068955967875934,203,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.1204652450844641,204,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.1326502353918582,205,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.1476045416782054,206,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.1672666851287731,207,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.1811132650235392,208,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.2013292716698975,209,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.225145389088895,210,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.2495153697036831,211,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.2716698975353088,212,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.2974245361395735,213,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.322071448352257,214,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.3475491553586264,215,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.3746884519523678,216,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.4029354749376904,217,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.431182497923013,218,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.4591525893104403,219,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.4876765438936583,220,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.5103849349210745,221,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.5414012738853503,222,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.5630019385211853,223,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.5904181667128219,224,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.6170036001107726,225,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.6386042647466076,226,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.6618665189698144,227,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.684851841595126,228,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.7086679590141235,229,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.7302686236499585,230,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.7521462198836887,231,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.7695929105510939,232,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.7889781224037663,233,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.8069786762669621,234,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.8252561617280532,235,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.8410412628080864,236,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.8551647743007477,237,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.870949875380781,238,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.8820271392965937,239,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.8933813348103019,240,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9058432567155912,241,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9138742730545556,242,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9224591525893104,243,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.932428690113542,244,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9401827748546108,245,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.945444475214622,246,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9531985599556908,247,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9581833287178066,248,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9642758238715038,249,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9695375242315148,250,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9734145666020492,251,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.978399335364165,252,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9822763777346996,253,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9858764885073388,254,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9880919412905012,255,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9900304624757684,256,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.992245915258931,257,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9933536416505124,258,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9947382996399888,259,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9955690944336748,260,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9966768208252562,261,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9972306840210468,262,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9977845472168374,264,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9988922736084188,265,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9994461368042094,266,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9997230684021048,267,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
1.0,273,clean,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0003676470588235,141,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.000735294117647,145,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0014705882352941,148,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0018382352941176,152,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0033088235294117,153,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0047794117647058,154,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.00625,156,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.006985294117647,157,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0084558823529411,158,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0110294117647058,159,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0136029411764705,160,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0169117647058823,161,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.019485294117647,162,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0238970588235294,163,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0268382352941176,164,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.031985294117647,165,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0378676470588235,166,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0441176470588235,167,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0518382352941176,168,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0595588235294117,169,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0698529411764705,170,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0805147058823529,171,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0952205882352941,172,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.1077205882352941,173,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.1220588235294117,174,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.1330882352941176,175,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.1477941176470588,176,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.1665441176470588,177,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.1886029411764705,178,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.2117647058823529,179,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.2275735294117647,180,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.2551470588235294,181,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.2775735294117647,182,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.2922794117647059,183,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.3220588235294118,184,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.3452205882352941,185,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.3768382352941176,186,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.3985294117647059,187,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.4308823529411765,188,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.4558823529411764,189,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.4823529411764706,190,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.5102941176470588,191,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.5389705882352941,192,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.5698529411764706,193,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.5952205882352941,194,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.6183823529411765,195,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.6408088235294118,196,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.6680147058823529,197,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.6922794117647059,198,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.7227941176470588,199,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.7496323529411765,200,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.7665441176470589,201,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.7863970588235294,202,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.8084558823529412,203,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.8246323529411764,204,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.8411764705882353,205,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.8573529411764705,206,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.8746323529411765,207,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.8856617647058823,208,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.8981617647058824,209,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9113970588235294,210,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9238970588235296,211,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9352941176470588,212,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9426470588235294,213,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9492647058823528,214,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9536764705882352,215,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9621323529411764,216,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9654411764705882,217,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.96875,218,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9731617647058824,219,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9772058823529411,220,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9797794117647058,221,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9823529411764704,222,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.986029411764706,223,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9886029411764706,224,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9904411764705884,225,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9911764705882352,226,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.993014705882353,227,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9941176470588236,228,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.995220588235294,229,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9963235294117648,230,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9974264705882352,231,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9981617647058824,232,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9992647058823528,235,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9996323529411764,236,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
1.0,237,eog,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0004466279589102,83,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0006699419383653,84,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0017865118356409,85,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0026797677534613,86,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0031263957123715,87,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0046895935685573,88,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0066994193836534,89,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.009825815096025,91,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0113890129522108,92,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0129522108083966,93,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0194283162125949,94,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0252344796784278,95,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.031487271103171,96,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0390799464046449,97,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.047119249665029,98,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.056945064761054,99,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0692273336310853,100,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0837427422956677,101,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.102054488610987,102,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.1208128628852166,103,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.1386779812416257,104,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.1612326931665922,105,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.1855739169271996,106,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.2128182224207235,107,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.2393925859758821,108,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.2724430549352389,109,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.3072800357302367,110,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.3389906208128629,111,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.3760607414024118,112,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.4151406878070567,113,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.4539973202322465,114,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.4897275569450647,115,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.5281375614113444,116,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.5618579723090665,117,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.5964716391246092,118,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.631531933899062,119,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.6652523447967843,120,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.6965163019205002,121,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.7242072353729343,122,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.7532380527020992,123,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.780259044216168,124,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.805940151853506,125,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.8307280035730237,126,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.8517195176418044,127,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.8711478338543993,128,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.8934792317999106,129,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9108977221974096,130,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9245198749441716,131,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9379187137114784,132,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9477445288075034,133,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9564537740062528,134,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9624832514515408,135,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.97029924073247,136,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9754354622599376,137,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9790084859312193,138,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9839213934792318,139,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9890576150066994,140,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9910674408217954,141,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9933005806163466,142,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9946404644930772,143,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9948637784725324,144,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.996426976328718,145,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9973202322465388,146,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9975435462259936,147,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9982134881643592,148,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9986601161232692,149,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9993300580616348,150,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.9997766860205448,151,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
1.0,161,emg,train,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
0.0022172949002217,178,clean,val,runs/a11_mixed1m_source_reuse_20260816_140553/a11_reuse_ecdf.csv
